,train_time,timestamp,train_loss,val_loss,train_score,val_score,batch_size,best,dampening,initial_lr,lr,momentum,nesterov,weight_decay
278,4168.503134401639,09:07:58 10-06-2021,6.126731374708273,5.330232252840136,0.9002118644067797,0.8921618852459017,32,False,0.0,0.03,0.016802272548309974,0.9,0.0,0.0001
279,4173.369715770086,09:12:50 10-06-2021,6.1007538165076305,5.318651895054051,0.9039194915254237,0.9001024590163934,32,False,0.0,0.03,0.016724278523105353,0.9,0.0,0.0001
280,4178.210026272138,09:17:41 10-06-2021,6.123156242047326,5.340475555326118,0.9026483050847458,0.8954918032786885,32,False,0.0,0.03,0.016646237232787884,0.9,0.0,0.0001
281,4183.085925626755,09:22:33 10-06-2021,6.08698230840392,5.3049596606707965,0.9043432203389831,0.8995901639344263,32,False,0.0,0.03,0.016568150816898965,0.9,0.0,0.0001
282,4187.960618229707,09:27:26 10-06-2021,6.092167328980009,5.3180701459040405,0.9051906779661016,0.8967725409836066,32,False,0.0,0.03,0.016490021416217127,0.9,0.0,0.0001
283,4192.719642460346,09:32:11 10-06-2021,6.092237052270922,5.3101473362719425,0.9014830508474576,0.8998463114754098,32,False,0.0,0.03,0.016411851172699363,0.9,0.0,0.0001
284,4197.501594833533,09:36:58 10-06-2021,6.067396094435352,5.290866883074651,0.9034957627118644,0.8985655737704918,32,False,0.0,0.03,0.016333642229422383,0.9,0.0,0.0001
285,4202.323484269778,09:41:47 10-06-2021,6.0801083677906105,5.3055431061103695,0.9059322033898305,0.9016393442622951,32,True,0.0,0.03,0.016255396730523876,0.9,0.0,0.0001
286,4207.210338060061,09:46:41 10-06-2021,6.092385157892259,5.306547422878078,0.9050847457627119,0.9054815573770492,32,True,0.0,0.03,0.01617711682114372,0.9,0.0,0.0001
287,4212.082250054677,09:51:33 10-06-2021,6.052718547239142,5.2839432739820635,0.9067796610169492,0.9052254098360656,32,False,0.0,0.03,0.01609880464736517,0.9,0.0,0.0001
288,4216.850239376227,09:56:19 10-06-2021,6.0709057840250304,5.3061163347275535,0.9039194915254237,0.9052254098360656,32,False,0.0,0.03,0.016020462356156034,0.9,0.0,0.0001
289,4221.638787511984,10:01:06 10-06-2021,6.071079443268856,5.3045168079313685,0.9027542372881356,0.8985655737704918,32,False,0.0,0.03,0.015942092095309796,0.9,0.0,0.0001
290,4226.38544630607,10:05:51 10-06-2021,6.08757806228379,5.322859048843384,0.9023305084745763,0.8988217213114754,32,False,0.0,0.03,0.015863696013386747,0.9,0.0,0.0001
291,4231.150121359031,10:10:37 10-06-2021,6.06590195510347,5.303175257854774,0.9047669491525424,0.9052254098360656,32,False,0.0,0.03,0.015785276259655073,0.9,0.0,0.0001
292,4235.919356914361,10:15:23 10-06-2021,6.056970127558304,5.287252246356402,0.902542372881356,0.9021516393442623,32,False,0.0,0.03,0.015706834984031935,0.9,0.0,0.0001
293,4240.654768486818,10:20:07 10-06-2021,6.058258719363455,5.301751125054281,0.9018008474576271,0.9042008196721312,32,False,0.0,0.03,0.015628374337024537,0.9,0.0,0.0001
294,4245.378152370453,10:24:51 10-06-2021,6.06644538620771,5.3024918954880516,0.908792372881356,0.9080430327868853,32,True,0.0,0.03,0.015549896469671145,0.9,0.0,0.0001
295,4250.368701108297,10:29:50 10-06-2021,6.079205060409287,5.299429154786908,0.9024364406779661,0.9044569672131147,32,False,0.0,0.03,0.015471403533482125,0.9,0.0,0.0001
296,4255.110632296403,10:34:35 10-06-2021,6.0505719653630665,5.285239653509171,0.905614406779661,0.9072745901639344,32,False,0.0,0.03,0.015392897680380994,0.9,0.0,0.0001
297,4259.907520624001,10:39:22 10-06-2021,6.066075284602278,5.296313696220273,0.9029661016949152,0.9067622950819673,32,False,0.0,0.03,0.015314381062645358,0.9,0.0,0.0001
298,4265.043506069978,10:44:31 10-06-2021,6.059746705071401,5.289707879551122,0.90625,0.9018954918032787,32,False,0.0,0.03,0.015235855832847957,0.9,0.0,0.0001
299,4270.0577679475155,10:49:32 10-06-2021,6.051967777640132,5.290290953683072,0.902542372881356,0.9039446721311475,32,False,0.0,0.03,0.015157324143797632,0.9,0.0,0.0001
300,4275.113577107589,10:54:35 10-06-2021,6.04725017224328,5.2834456904989775,0.9052966101694915,0.899077868852459,32,False,0.0,0.03,0.015078788148480307,0.9,0.0,0.0001
301,4280.105970998606,10:59:34 10-06-2021,6.044840531430002,5.267703974833254,0.9059322033898305,0.9067622950819673,32,False,0.0,0.03,0.015000249999999974,0.9,0.0,0.0001
302,4285.054405005772,11:04:31 10-06-2021,6.028972045445847,5.286964830805044,0.9090042372881356,0.9029200819672131,32,False,0.0,0.03,0.01492171185151964,0.9,0.0,0.0001
303,4290.2284155289335,11:09:42 10-06-2021,6.044031267651057,5.304314167773137,0.9040254237288136,0.9031762295081968,32,False,0.0,0.03,0.014843175856202317,0.9,0.0,0.0001
304,4295.293252515793,11:14:46 10-06-2021,6.0448965492895095,5.288157607688278,0.9050847457627119,0.9047131147540983,32,False,0.0,0.03,0.014764644167151994,0.9,0.0,0.0001
305,4300.292387795448,11:19:46 10-06-2021,6.024638877480717,5.272917227666886,0.9065677966101695,0.9052254098360656,32,False,0.0,0.03,0.014686118937354595,0.9,0.0,0.0001
306,4305.2282275398575,11:24:42 10-06-2021,6.02261009539588,5.276481343097374,0.9070974576271187,0.9057377049180327,32,False,0.0,0.03,0.014607602319618952,0.9,0.0,0.0001
307,4310.350091787179,11:29:49 10-06-2021,6.017355041180627,5.265889996387919,0.9076271186440678,0.9054815573770492,32,False,0.0,0.03,0.014529096466517817,0.9,0.0,0.0001
308,4315.235147035122,11:34:42 10-06-2021,6.019019021826275,5.271494455024844,0.9066737288135593,0.90625,32,False,0.0,0.03,0.014450603530328806,0.9,0.0,0.0001
309,4320.071784456572,11:39:32 10-06-2021,6.02205549983655,5.275186483977271,0.9079449152542373,0.9013831967213115,32,False,0.0,0.03,0.01437212566297541,0.9,0.0,0.0001
310,4325.153956051668,11:44:37 10-06-2021,6.019887301881434,5.270798206329346,0.9093220338983051,0.9008709016393442,32,False,0.0,0.03,0.014293665015968012,0.9,0.0,0.0001
311,4329.933940589428,11:49:24 10-06-2021,6.022262136814958,5.265616960212832,0.9018008474576271,0.9003586065573771,32,False,0.0,0.03,0.014215223740344876,0.9,0.0,0.0001
312,4335.020926042398,11:54:29 10-06-2021,6.021306387044616,5.262279830995153,0.9067796610169492,0.8988217213114754,32,False,0.0,0.03,0.014136803986613206,0.9,0.0,0.0001
313,4340.087911335628,11:59:33 10-06-2021,6.051294087555449,5.279993979657283,0.9036016949152542,0.9067622950819673,32,False,0.0,0.03,0.01405840790469016,0.9,0.0,0.0001
314,4345.162478236358,12:04:38 10-06-2021,6.001485696889587,5.259510802440956,0.9064618644067797,0.9026639344262295,32,False,0.0,0.03,0.01398003764384392,0.9,0.0,0.0001
315,4350.234784289201,12:09:42 10-06-2021,6.020504220865541,5.288840567479368,0.9113347457627119,0.9031762295081968,32,False,0.0,0.03,0.013901695352634785,0.9,0.0,0.0001
316,4355.328609466553,12:14:48 10-06-2021,6.005508188473976,5.2700918228899845,0.9120762711864406,0.904969262295082,32,False,0.0,0.03,0.013823383178856233,0.9,0.0,0.0001
317,4360.674402614435,12:20:09 10-06-2021,6.003054109670348,5.2803189011870835,0.9117584745762712,0.9054815573770492,32,False,0.0,0.03,0.013745103269476073,0.9,0.0,0.0001
318,4366.0523531675335,12:25:31 10-06-2021,6.006359801858158,5.265863680448688,0.9123940677966101,0.9077868852459017,32,False,0.0,0.03,0.013666857770577568,0.9,0.0,0.0001
319,4371.024125246207,12:30:29 10-06-2021,5.9997251575276005,5.2567895514066105,0.9101694915254237,0.9054815573770492,32,False,0.0,0.03,0.01358864882730059,0.9,0.0,0.0001
320,4376.070826804638,12:35:32 10-06-2021,5.976549499317751,5.253029713865186,0.9106991525423729,0.9034323770491803,32,False,0.0,0.03,0.013510478583782825,0.9,0.0,0.0001
321,4381.323068189621,12:40:47 10-06-2021,6.002120929653362,5.255899374602271,0.9050847457627119,0.9070184426229508,32,False,0.0,0.03,0.013432349183100992,0.9,0.0,0.0001
322,4386.589947227637,12:46:03 10-06-2021,5.983684958441783,5.253585018095423,0.9092161016949153,0.9054815573770492,32,False,0.0,0.03,0.01335426276721207,0.9,0.0,0.0001
323,4391.935859048366,12:51:24 10-06-2021,5.970518813698979,5.253578248571177,0.9123940677966101,0.907530737704918,32,False,0.0,0.03,0.013276221476894603,0.9,0.0,0.0001
324,4397.391783738136,12:56:52 10-06-2021,5.984140295901541,5.253550881245097,0.9073093220338984,0.9093237704918032,32,True,0.0,0.03,0.013198227451689982,0.9,0.0,0.0001
325,4402.949734552702,13:02:25 10-06-2021,5.988942419472387,5.250754692515389,0.9116525423728814,0.9067622950819673,32,False,0.0,0.03,0.013120282829843805,0.9,0.0,0.0001
