,train_time,timestamp,train_loss,val_loss,train_score,val_score,batch_size,best,dampening,initial_lr,lr,momentum,nesterov,weight_decay
1,1.5104275425275167,10:47:24 11-06-2021,0.2957147262611632,0.2713465277777343,0.9091101694915255,0.9216188524590164,32,True,0.0,0.03,0.03,0.9,0.0,0.0
2,3.0584414045015973,10:48:57 11-06-2021,0.2888841142846366,0.27449800707705196,0.9119703389830508,0.920594262295082,32,False,0.0,0.03,0.029998149518066786,0.9,0.0,0.0
3,4.5951333284378055,10:50:29 11-06-2021,0.2871337088740478,0.2718198977212315,0.9139830508474577,0.9203381147540983,32,False,0.0,0.03,0.02999259852884588,0.9,0.0,0.0
4,6.095677006244659,10:51:59 11-06-2021,0.28406009621034234,0.2696032129060172,0.9147245762711864,0.9213627049180327,32,False,0.0,0.03,0.02998334840196081,0.9,0.0,0.0
5,7.589634148279826,10:53:29 11-06-2021,0.28450508935976837,0.27125723915724237,0.9128177966101695,0.9193135245901639,32,False,0.0,0.03,0.029970401419741964,0.9,0.0,0.0
6,9.080074576536814,10:54:58 11-06-2021,0.2869299799330154,0.2703894131252023,0.9156779661016949,0.9208504098360656,32,False,0.0,0.03,0.029953760776663483,0.9,0.0,0.0
7,10.572627854347228,10:56:28 11-06-2021,0.27601530760274096,0.2654615702473971,0.9144067796610169,0.9190573770491803,32,False,0.0,0.03,0.029933430578555045,0.9,0.0,0.0
8,12.0818794687589,10:57:58 11-06-2021,0.28453519332964544,0.2693621804098003,0.9109110169491526,0.9216188524590164,32,False,0.0,0.03,0.029909415841588828,0.9,0.0,0.0
9,13.596884306271871,10:59:29 11-06-2021,0.27976000711826954,0.26768085497171906,0.9149364406779661,0.9211065573770492,32,False,0.0,0.03,0.029881722491041835,0.9,0.0,0.0
10,15.102396313349406,11:01:00 11-06-2021,0.2850150429091211,0.272503647105921,0.9106991525423729,0.9190573770491803,32,False,0.0,0.03,0.029850357359833928,0.9,0.0,0.0
